100
3
147,38,0.01
305,42,5.73
173,43,8.67
44,44,10.1
208,45,11.61
393,46,12.2
374,51,13.64
314,53,14.12
92,54,14.57
317,63,14.8
132,66,18.4
285,69,23.98
85,77,24.26
389,81,24.28
228,81,25.43
155,82,26.16
91,86,27.42
107,90,27.45
196,110,28.84
319,111,30.03
305,112,32
51,113,33.31
102,117,34.66
289,122,35.3
141,124,36.28
33,137,37.02
108,138,39.37
424,143,40.56
377,154,41.4
88,157,43.03
171,158,49.26
145,160,49.51
311,162,55.43
231,164,55.45
225,171,56.04
32,171,56.82
397,173,58.78
312,177,59.05
44,180,61.53
140,185,62.68
220,189,63.14
244,195,64.13
216,198,64.57
260,200,65.03
136,200,67.02
167,210,69.55
416,210,70.92
153,221,73.6
362,224,74.09
47,228,76.39
84,231,77.35
404,232,78.21
193,235,78.32
369,238,79.91
94,238,82.77
139,244,82.97
214,244,84.56
409,263,86.04
408,265,88.66
349,266,92.24
422,269,94.14
359,275,96.6
51,282,97.97
316,284,98.98
114,285,99.13
231,285,100.6
182,286,104.06
230,291,105.21
58,295,106.28
401,316,106.36
388,324,106.39
405,326,106.84
234,327,107.62
128,328,109.07
425,336,110.39
336,342,113.16
239,343,115.23
407,346,115.48
113,350,115.95
161,350,121.56
362,355,123.43
263,366,125.43
334,373,126.83
39,377,127.28
163,384,128.68
119,386,129.02
146,388,132.61
76,389,132.93
246,391,134.81
141,401,135.21
146,408,136.98
158,418,137.34
415,418,137.69
396,420,138.43
106,423,138.65
345,426,138.99
427,427,142.95
373,427,144.98
217,434,145.65
400,440,147.24
