100
3
176,32,0.45
226,44,1.93
85,47,2.32
300,52,3.33
265,55,4.34
276,56,4.62
143,63,6.99
288,64,7.89
293,65,11
174,70,11.47
420,71,13.76
360,72,14.43
205,82,15.18
292,87,15.38
238,87,15.99
44,91,17.97
306,96,19.03
240,98,20.03
132,103,22.44
125,106,26.93
198,117,30.19
370,120,30.73
238,121,31.28
354,121,31.83
232,122,32.07
408,125,32.73
185,131,32.82
117,143,35.92
359,143,36.93
55,152,37.27
157,153,37.3
392,157,37.84
306,157,39.36
404,157,40.06
186,162,43.53
387,175,44.71
329,180,46.34
414,181,46.35
98,183,49.68
240,189,52.46
184,190,53.51
342,192,55.38
405,198,57.3
371,201,60.3
98,205,60.8
256,211,61.16
397,213,61.79
321,222,62.38
199,230,62.9
354,231,63.69
400,233,65.5
81,233,68.89
267,236,73.63
194,236,76.79
324,236,78.1
152,238,78.59
428,245,81.47
391,259,81.49
208,261,89.57
139,263,89.97
240,275,90.61
215,280,91.23
319,284,92.46
196,284,95.62
47,285,95.89
258,286,96.6
183,286,98.3
343,287,100.22
65,298,103.68
228,300,104.21
331,301,106
205,305,106.74
158,318,109.38
111,326,110.94
348,328,112.9
58,330,114.14
289,335,114.86
77,336,121.16
342,338,121.2
83,343,123.56
99,350,125.99
314,350,127.23
164,374,127.77
124,377,128.61
177,378,129.22
235,387,129.79
264,388,131.07
287,398,131.33
189,401,131.64
247,404,131.93
328,419,132.39
148,427,132.48
160,427,134.45
394,431,138.53
193,432,138.73
289,433,139.74
349,435,141.17
210,438,142.82
410,439,143.64
155,440,147.1
