200
3
204,4,0.15
30,5,0.3
125,9,0.45
343,10,0.98
161,11,1.13
330,11,1.58
72,14,1.87
270,16,2.03
171,16,3.81
301,16,6.57
437,19,6.8
260,20,7.25
27,22,7.37
257,34,7.49
248,36,8.04
157,39,8.35
15,42,8.96
163,43,11.71
50,44,14.56
426,47,17.23
216,51,20.67
311,59,20.76
282,62,21.6
139,62,22.31
64,63,22.42
412,66,22.64
383,67,23.52
142,68,25.88
225,69,26.86
353,69,27.27
408,74,28.33
253,76,28.59
139,80,29.85
442,81,31.63
195,83,31.69
242,83,32.02
339,85,32.59
411,85,33.12
95,87,34.07
191,88,35.05
92,90,35.35
57,92,35.75
52,93,37.85
220,96,39.12
270,98,39.3
383,101,40.76
351,101,41.13
353,109,43.56
298,111,44.52
387,111,46.53
191,115,46.74
41,117,48.41
361,118,48.59
26,119,48.66
336,122,51.74
219,123,51.78
29,127,53.01
68,127,53.85
237,128,55.99
30,131,56.29
80,131,56.76
40,132,57.77
38,134,58.04
420,134,58.17
48,139,58.28
303,141,58.61
422,141,59
377,142,59.79
156,144,60.21
439,149,60.79
162,150,61.73
439,155,62.22
2,159,62.68
141,160,62.76
40,160,63.01
268,160,63.46
441,161,66.89
350,163,67.1
333,163,68.27
170,164,68.34
228,166,68.61
210,168,68.87
165,169,69.64
94,175,69.92
154,176,70.03
50,177,70.37
48,177,71.39
294,178,71.46
440,181,71.67
391,182,71.71
275,184,72.46
38,186,74.05
80,186,76.34
259,187,76.42
300,189,78.02
39,192,78.14
58,199,78.4
400,199,78.96
291,200,79.25
184,201,79.4
374,201,81.11
15,204,81.6
208,207,82.88
304,215,83.98
355,221,84.3
344,224,84.7
145,225,85.71
175,232,87.21
258,233,88.1
344,234,88.71
165,237,90.26
287,238,90.96
246,243,93.15
220,244,93.21
49,245,93.72
77,249,94.52
136,254,94.93
4,255,95.33
262,256,95.88
12,260,97.21
419,261,98.34
233,265,99.12
353,266,100.19
335,267,100.76
293,268,100.96
229,270,101.8
241,270,102.41
262,271,102.46
122,272,102.78
315,272,103.31
5,279,103.42
200,282,103.78
357,290,103.84
293,293,104.71
67,301,104.82
177,302,106.16
281,304,106.49
64,304,107.83
46,306,109.75
424,308,110.73
45,309,110.88
440,312,111.33
225,313,112.03
214,316,113.24
221,317,113.85
257,317,114.97
23,322,115.19
65,324,115.83
135,324,115.98
278,325,116.02
329,326,116.07
210,326,119.21
73,327,119.93
145,329,120.06
208,333,120.78
337,337,120.97
90,337,121.35
281,339,121.8
299,345,122.54
67,347,124.42
374,348,124.55
347,350,124.64
354,351,125.2
198,356,126.39
78,358,127.48
214,361,128.53
364,362,129.81
373,368,130.97
177,370,131.53
237,377,131.67
240,380,131.99
191,387,132.45
181,390,132.58
25,391,132.92
240,391,133.49
372,393,134.09
84,395,134.71
224,395,135.38
330,397,135.71
286,400,137.15
11,403,137.68
190,403,138.38
324,409,141.06
425,409,141.5
167,410,142.29
179,412,142.43
131,412,143.1
286,412,143.58
80,414,143.87
411,417,143.97
95,418,144.78
184,430,145.17
394,431,146.72
45,432,146.83
41,433,146.88
76,434,148.21
357,436,148.6
243,439,148.97
383,440,149.14
364,441,149.28
