200
3
350,103,0.21
353,104,0.41
168,104,0.84
380,106,0.87
416,106,1.08
220,107,4.11
410,109,4.78
311,111,4.81
33,112,5.27
37,115,5.72
400,115,7.43
182,116,8.62
310,116,8.87
354,117,9.3
44,117,9.76
61,121,10.14
202,122,10.82
133,125,12.26
149,127,13.34
314,129,14
228,130,14.43
225,133,14.56
174,134,14.71
161,136,14.79
277,136,16.37
160,145,16.42
387,145,16.5
363,147,17.44
63,147,18.32
334,147,18.84
130,148,20.27
124,148,21.82
399,151,22.64
105,156,22.97
120,156,23.89
311,158,25.39
367,160,25.4
199,162,26.03
150,165,26.07
317,166,27.21
232,169,27.32
63,171,27.5
303,172,28.18
146,172,28.97
283,172,29.26
91,172,29.53
45,179,29.93
317,182,31.38
92,183,31.5
380,184,31.56
184,186,33.58
321,193,34.31
81,193,34.7
179,194,34.85
89,194,35.04
229,194,35.17
151,196,36.75
33,196,38.95
240,197,39.49
263,198,39.94
113,199,40.52
140,202,40.69
420,204,42.62
264,204,44.23
142,205,44.69
380,205,46.1
180,205,46.7
419,206,46.96
37,206,48.54
49,210,50.39
129,214,50.47
361,215,53.57
208,216,54.32
50,219,55.93
99,219,57.67
360,222,58.16
360,222,61.98
309,225,65.24
170,230,65.65
72,231,65.75
366,231,65.81
303,234,66.7
235,239,66.97
162,240,67.9
379,244,68.4
286,246,69.65
375,246,70.24
105,247,71.49
47,251,71.75
85,252,71.94
345,253,72.14
261,255,72.64
117,256,72.7
200,257,73.05
256,261,73.2
48,268,73.47
376,269,74.91
187,270,75.21
217,272,78.44
94,273,78.45
179,274,81.98
319,275,82.4
318,276,82.8
296,277,83.01
109,278,83.21
50,281,83.73
111,282,85.9
402,283,86.85
97,287,87.01
41,291,87.29
223,291,87.37
246,291,88.86
80,292,89.03
183,295,89.33
121,298,89.39
209,299,89.9
113,299,90.9
413,303,91.62
265,304,91.8
204,307,92.26
122,307,93.03
410,308,93.34
161,309,93.58
143,310,93.81
126,310,94.13
157,310,95.36
75,311,98.03
118,312,98.2
242,312,98.76
230,315,99.54
403,316,100.64
190,317,100.86
277,323,101.56
306,323,102.13
63,325,102.18
254,325,102.33
295,326,103.56
44,334,103.83
346,334,103.95
412,335,104.89
357,336,105.78
40,336,106.47
354,338,107.87
149,338,108.03
290,338,108.15
159,342,110.28
241,342,111.51
144,345,112.56
65,346,113.8
225,346,113.98
325,350,114.23
195,351,114.99
201,355,116.99
162,356,117.72
352,357,118.23
208,361,118.46
205,362,118.51
411,368,119.2
153,371,119.88
396,372,120.32
216,372,120.86
55,373,121.08
195,373,121.61
85,374,123.38
157,377,125.24
48,379,126.27
343,381,126.77
177,383,126.81
376,384,128.27
185,385,129.45
278,388,130.4
189,389,130.48
135,392,132.5
147,392,132.86
118,394,133.31
422,396,134.51
63,397,134.72
287,397,135.07
261,398,135.36
122,402,137.08
258,404,137.68
274,405,137.81
79,407,137.82
331,409,137.86
361,410,138.86
171,412,139.99
53,416,140.61
189,417,140.98
92,418,141.47
56,419,142.08
170,423,142.68
307,425,144.34
114,428,144.61
302,429,144.67
218,430,145.63
40,431,146
39,433,146.12
46,435,146.55
267,436,147.23
112,437,147.4
