200
3
380,52,0.74
213,54,2.22
364,55,3.39
209,57,4.15
344,60,4.25
346,62,7.21
223,62,9.72
97,63,10.25
422,64,11.41
399,69,11.42
162,69,11.81
77,70,11.82
366,70,11.92
230,70,13.36
281,71,14.02
408,72,14.57
367,73,14.68
425,74,14.98
223,76,15.04
220,77,16.58
317,78,17.14
217,82,17.7
410,84,17.87
286,86,19.52
383,88,20.06
251,91,22.29
120,91,23.69
219,93,24.08
259,93,24.26
251,94,24.39
189,95,25.01
167,98,25.9
96,99,25.99
98,103,27.22
247,106,27.5
370,106,28.19
252,107,28.27
363,113,29.51
237,113,29.61
191,117,31.37
362,118,33.39
73,120,34.94
380,121,35.16
48,123,35.3
283,125,35.62
430,129,35.76
206,131,37.57
275,131,37.59
59,138,38.8
339,142,40.27
202,143,40.62
114,144,40.65
361,145,41.3
414,147,42.11
336,151,42.46
230,151,42.73
274,156,42.74
197,157,42.94
404,160,47.17
86,164,49.67
75,166,49.89
153,167,50.26
171,172,53.56
137,173,54.11
49,174,54.23
30,174,56.28
31,175,56.38
152,176,56.6
247,179,56.68
361,179,56.77
352,183,57.1
325,187,57.15
395,188,57.65
85,190,58.25
280,196,59.1
358,198,59.92
274,200,60.71
207,202,62.91
282,202,62.98
180,206,62.99
157,210,63.02
150,213,64.81
73,216,64.84
387,217,66.38
136,219,66.44
36,221,66.72
426,225,67.24
350,227,67.32
65,229,67.52
251,234,68.21
91,234,69.5
206,234,70.19
303,235,70.27
149,236,70.66
427,236,70.91
89,237,71.47
410,243,73.47
118,245,75.56
426,245,75.71
109,247,76.37
349,248,76.53
328,251,76.54
139,254,78.99
93,257,79.3
351,258,79.32
302,265,80.26
279,266,80.66
420,267,83.41
37,267,85.75
238,270,86.16
274,271,87.06
281,273,87.72
284,274,89.64
149,275,91.91
132,276,93.21
378,276,93.36
345,276,94.73
44,277,95.2
247,284,95.38
296,286,96.86
412,286,97.55
343,287,99.58
155,288,99.96
420,293,100.27
94,293,101.46
287,296,101.72
268,299,103.38
116,300,103.51
226,301,103.9
354,302,104.19
171,303,104.49
254,304,105.11
368,304,105.48
366,307,105.6
50,310,108.47
384,314,108.88
64,314,109.42
152,315,110.34
129,315,110.5
192,317,110.6
82,319,110.8
172,320,111.05
237,322,113.71
151,322,113.78
167,323,113.91
233,327,115.91
62,332,117.52
173,337,117.95
423,337,118.29
418,338,118.46
379,338,119.33
109,339,120.09
404,341,120.26
75,342,120.76
141,344,120.77
150,346,121.56
191,349,121.98
159,350,122.98
176,350,123.1
336,351,125.63
204,355,125.99
123,356,126.35
412,358,126.39
412,360,127.14
332,361,127.63
355,364,129.22
319,365,129.23
32,366,129.61
374,366,130.13
195,368,131.6
80,368,133.05
121,373,134.14
223,377,134.26
113,378,134.8
227,380,134.85
30,384,135.97
366,385,137.42
271,386,137.54
401,389,137.95
163,389,138.59
54,391,138.67
63,392,139.04
375,393,139.67
101,394,139.8
64,395,141.96
236,398,142.48
406,406,142.94
345,407,143.34
251,409,143.72
203,409,144.01
268,409,144.02
131,412,144.34
366,421,144.53
66,423,145.21
423,424,145.4
191,427,145.47
90,429,146.07
109,430,146.62
247,431,147.21
404,436,149.79
