200
3
345,13,0.14
193,14,0.44
128,20,0.59
390,24,1.06
118,26,1.62
172,27,1.63
424,31,2.46
206,34,2.69
432,35,2.92
36,39,3.05
383,40,4.24
364,42,5.24
181,42,5.31
359,44,5.95
64,45,6.76
291,45,6.77
381,46,7.04
109,51,7.67
164,51,8.97
402,52,9.79
115,53,9.89
52,58,10
80,59,10.36
154,64,11.82
118,64,12.71
437,67,13.26
436,72,13.35
359,73,13.36
422,73,13.85
354,74,14.64
199,74,14.91
238,76,15.35
179,88,15.97
195,92,16.99
175,93,19.61
120,94,21.87
183,95,21.96
98,96,22.35
130,99,22.92
240,99,23
212,105,24.36
444,109,24.86
306,109,26.05
200,117,27.88
292,119,29.97
217,125,30.27
322,128,31.48
336,131,34.66
222,132,37.32
141,140,38.17
81,141,38.34
437,148,39.96
21,150,40.18
320,152,40.39
421,152,40.44
106,158,40.78
79,159,40.79
376,160,41.48
154,161,41.58
173,165,41.77
73,165,42.74
189,166,42.96
377,169,44.66
208,171,44.96
301,173,46.19
267,175,47.41
271,179,47.42
381,179,47.8
196,181,48.21
240,181,48.43
200,183,48.76
193,185,49.03
59,186,49.4
133,187,49.74
72,188,50.24
438,191,51.08
7,198,51.6
84,202,51.67
326,202,51.79
276,203,53.35
219,207,53.61
412,208,54.41
427,209,56.31
408,210,56.32
378,210,57.78
424,211,57.83
65,217,61.57
202,221,61.59
227,222,61.62
118,225,63.99
322,236,64.69
253,241,64.7
148,242,64.83
28,244,66.2
101,245,67
258,247,67.19
233,247,67.62
270,247,67.86
105,249,72.01
90,253,72.59
338,254,74
190,254,74.64
231,254,75.3
32,254,76.99
256,261,78.31
309,261,78.67
107,262,79.71
351,265,80.08
54,266,80.55
39,267,80.64
286,271,80.81
424,273,80.93
259,275,82.14
379,278,82.38
419,281,83.56
119,281,83.67
304,285,85.01
270,286,85.16
127,286,86.18
183,287,86.29
161,294,86.3
401,296,88.2
116,296,89.02
232,297,89.64
276,297,89.8
40,305,90.57
246,305,90.99
409,306,91.83
75,306,92.06
29,307,92.69
231,311,92.89
417,312,94.63
323,313,94.86
307,317,95.76
283,325,96.68
176,325,97.2
149,326,97.32
28,326,101.82
200,326,102.11
435,326,102.7
147,327,103.07
211,328,103.86
285,330,105.17
98,333,105.44
178,337,107.41
424,339,108.37
76,347,110.07
260,348,110.61
440,349,111.18
95,349,111.63
189,354,111.77
37,354,112.17
275,357,112.81
319,359,112.92
125,360,113.75
239,361,114.11
370,361,114.39
97,363,116.16
134,366,120.38
412,370,121.43
283,371,121.98
99,372,122.7
136,373,123.47
383,376,123.82
402,376,123.89
328,377,125.53
339,377,125.6
369,378,126.01
214,379,126.06
437,379,127.29
325,380,127.46
5,383,127.53
259,384,127.82
315,384,128.03
436,386,128.33
428,391,128.68
284,393,130.16
409,393,130.19
423,398,130.96
228,401,131.93
111,401,132.51
426,404,132.7
17,405,133.12
35,413,134.35
229,413,136
389,413,136.02
247,414,136.32
33,417,136.95
394,418,138.24
254,420,140.52
401,432,140.54
366,435,142.34
385,435,143.42
357,437,144.31
441,438,145.18
435,440,146.2
274,440,146.73
435,441,147.73
235,442,149.18
186,442,149.6
