200
3
154,5,0.75
393,6,4.3
354,12,4.66
104,12,4.69
30,13,4.77
387,17,4.88
163,18,5.27
349,18,5.86
30,19,5.99
439,24,6.53
51,25,8.69
239,31,9.01
174,34,9.16
316,34,10.87
159,34,10.94
171,37,11.19
401,37,11.88
211,37,14.2
207,42,14.5
235,48,14.58
413,48,14.76
148,51,15.46
39,54,15.58
399,54,15.6
364,55,17.78
168,55,17.98
22,55,17.99
336,57,19.21
29,59,19.63
217,68,19.94
214,68,19.99
131,72,20.3
133,72,20.4
9,72,21.12
414,73,21.72
93,77,22.69
361,85,23.33
112,86,23.61
102,92,24.15
441,94,25.82
211,101,27.13
280,101,27.79
278,102,28.29
370,102,30.47
43,110,30.67
146,111,31.31
224,124,33.59
208,125,33.71
265,125,34.62
257,126,34.7
198,126,35.49
105,127,35.93
155,131,36.35
379,131,36.59
161,133,37.57
258,134,38.2
60,135,38.3
283,139,38.47
298,140,39.69
397,146,39.77
244,148,40
236,149,42.11
34,152,42.42
145,161,42.61
154,164,45.61
394,166,46.82
126,169,47.97
327,169,48.16
160,170,49.8
362,170,49.88
327,174,50.11
368,178,51.52
425,179,51.62
100,180,51.78
77,181,52.14
388,184,53.29
75,185,53.33
29,186,53.98
425,187,54.35
212,187,55.01
340,187,55.18
290,189,57.31
83,190,59.33
192,195,60.2
343,197,60.51
306,198,61.88
66,198,62.62
316,207,63.04
101,212,63.43
432,218,64.58
183,219,64.6
149,220,65.02
206,222,65.28
100,224,65.64
188,230,65.87
295,230,66.45
294,231,66.88
14,233,68.27
400,233,69.77
77,234,69.81
135,235,71.72
153,239,71.84
134,239,72.87
401,240,73.06
53,240,73.17
321,245,75.14
79,247,75.42
94,251,77.09
335,252,78.26
361,254,79.4
395,257,79.73
159,259,80.32
226,260,80.44
285,262,81.01
444,264,81.25
369,268,82
193,269,83.32
147,270,83.33
168,272,84.45
324,286,85.41
112,286,85.43
109,287,85.99
29,290,86.59
280,299,86.73
240,299,87.11
437,299,88.6
303,300,89.75
35,304,89.92
143,304,90.01
300,305,90.04
173,305,91.27
305,307,92.12
279,307,92.24
156,309,92.26
271,310,93.54
41,314,93.83
2,316,93.93
23,317,94.07
214,317,96.54
258,318,97.09
369,319,97.32
38,322,100.58
409,323,101.14
403,324,101.38
345,329,101.51
270,330,102.77
80,331,104.66
277,333,106.02
131,337,106.23
42,338,106.36
27,339,107.03
350,342,107.14
117,342,108.22
386,344,108.41
266,344,108.57
133,349,108.82
346,349,109.34
129,357,110.4
342,369,111.6
109,370,113.63
41,372,115.56
345,376,118.81
65,381,119.52
268,382,119.8
140,385,120.82
46,386,120.89
309,388,121.04
148,390,121.43
352,391,121.76
421,392,121.77
123,394,122.44
292,394,122.76
240,395,125.22
31,397,125.92
1,398,129.19
348,399,129.85
60,406,130.23
159,408,131.1
148,408,131.24
306,409,132.32
161,411,133.06
176,412,134.03
361,413,135.84
142,417,136.22
240,419,136.77
421,420,137.32
365,420,137.64
275,425,138.44
198,426,138.9
408,427,140.58
374,428,142.56
75,430,142.81
178,433,143.73
105,433,145.17
111,434,145.61
387,435,145.97
264,436,146.32
219,441,147.24
43,442,147.34
245,443,148.63
