200
3
186,51,0.39
379,51,1.87
230,53,2.62
54,53,3.26
407,58,3.83
129,59,4.61
333,60,5
385,61,5.04
203,62,5.32
124,67,5.38
52,74,5.57
323,80,8.47
44,81,9.06
65,81,10.55
142,82,10.77
87,82,11.05
342,82,11.71
88,83,12.1
318,88,12.31
73,90,15.11
380,92,19.35
239,102,19.85
339,102,22.08
76,109,23
403,109,24.04
61,109,24.85
240,111,28.82
209,112,29.07
330,114,29.2
95,116,31.67
304,117,31.72
310,118,31.85
393,118,31.98
280,119,32.3
215,121,32.8
59,124,32.86
419,125,33.07
238,125,33.99
135,128,34.04
34,131,34.27
170,133,36.35
162,135,36.72
215,140,37.85
35,141,38.11
36,141,39.56
129,141,41.01
319,145,43.63
113,146,45.88
168,148,46.28
150,149,46.68
117,150,47.08
279,154,47.26
134,155,47.46
58,155,47.61
212,155,48.28
209,158,48.44
334,162,49.31
182,163,50.21
142,165,50.43
168,165,51.02
73,167,51.78
48,169,53.02
44,170,53.69
165,170,53.77
71,170,54.18
90,171,54.71
59,172,54.73
339,172,55.8
396,175,56.75
150,175,56.86
351,178,57.63
342,179,58.01
149,179,58.53
94,180,59.77
78,188,59.85
339,189,60.64
145,192,62.18
232,192,62.37
268,197,63.58
181,199,63.82
271,201,63.91
316,202,64.12
86,202,64.4
132,202,66.33
204,203,66.4
57,203,66.48
320,211,66.78
288,214,67.85
135,216,68.03
81,218,68.56
153,223,69.76
257,226,71.67
161,228,71.97
337,231,72.14
320,232,72.87
371,234,73.79
182,236,74.92
160,237,75.24
68,239,76.08
420,241,76.77
209,241,77.02
65,242,77.15
57,244,77.29
259,244,77.88
60,246,78.15
153,249,79.06
132,252,79.1
249,254,80.28
189,256,80.91
366,257,82.07
347,257,83.04
147,259,83.37
336,263,83.62
168,264,84.31
102,267,85
375,267,86.87
43,271,87.99
287,276,88.38
119,276,88.84
54,276,88.97
417,281,89.49
299,282,90.15
384,286,93.54
262,287,94.6
196,288,95.21
162,288,96.89
275,288,97.01
128,290,98.07
197,291,98.67
53,292,98.91
49,293,98.96
45,299,99.15
279,301,99.36
86,302,99.39
421,306,100.35
165,306,101.2
196,308,103.77
310,310,103.86
147,313,104.47
369,315,104.86
172,317,105.3
378,320,105.77
290,325,105.79
175,325,105.81
413,329,107.72
180,337,108.13
155,337,108.56
75,340,110.02
384,344,110.36
328,344,110.67
213,349,112.09
307,349,113.88
418,349,114.59
222,350,114.76
136,356,115.45
101,360,115.79
137,361,116.98
237,361,119.2
229,362,120.29
399,362,121.59
429,364,121.6
218,365,122.4
168,373,122.53
55,375,123.24
272,375,126.11
286,377,127.05
210,379,127.49
365,380,128.52
411,380,128.63
35,382,131.98
175,384,132.7
218,385,133.12
125,388,134.04
220,389,134.67
181,393,134.86
330,394,135.18
179,394,136.66
222,395,137.04
90,399,137.45
213,402,137.81
31,403,138.65
373,405,139.13
238,405,139.9
362,406,140.1
155,406,140.23
108,407,140.55
275,409,140.92
147,410,141.99
181,412,142.11
361,414,142.16
221,414,142.24
190,417,144.29
220,418,144.64
321,418,144.86
405,425,145.03
248,426,145.45
202,432,146.04
158,433,146.87
416,433,147.92
282,440,148.82
