50
3
304,33,13.39
309,38,17
65,43,21.73
250,62,23.43
142,68,24.38
250,79,29.67
304,80,31.3
125,92,33.6
350,95,36.7
100,105,40.96
106,129,43.63
351,129,43.71
176,138,45.97
353,144,46.77
171,146,49.95
383,149,50.2
94,153,52
401,155,52.57
135,155,52.85
125,158,55.56
224,198,60.4
264,219,69.54
150,219,69.64
213,222,70.14
362,224,74.31
113,230,76.18
253,233,85.32
256,237,86.04
340,239,96.59
57,245,99.53
207,247,99.79
178,251,103.31
101,261,107.3
410,265,109.67
135,293,111.81
182,300,115.4
167,301,115.44
91,304,119.35
225,308,121.48
103,308,122.55
261,326,123.97
236,334,125.76
221,350,125.99
162,356,127.37
91,378,128.63
267,384,137.08
205,389,138.22
379,394,138.9
357,421,144.55
137,437,148.68
