50
3
299,40,6.36
23,47,8.68
261,66,9.95
377,74,18.86
131,79,19.3
44,79,20.64
298,90,21.09
199,98,22.09
206,102,24.02
64,109,26.24
247,119,30.53
397,121,33.09
56,125,34.95
332,138,37.37
180,140,41.47
431,161,42.7
31,161,43.03
121,165,44.65
23,170,47.73
244,189,49.2
229,189,53.68
60,200,55.7
167,203,56.08
232,212,58.7
290,217,58.77
397,226,58.89
291,232,59.43
113,244,63.73
344,269,72.64
36,285,73.05
325,286,75.13
228,292,76.31
37,300,79.62
255,303,84.36
273,314,92.74
403,314,94.23
153,328,95.56
4,348,95.99
293,353,99.43
258,357,99.67
364,376,103.37
271,381,112.18
279,383,118.93
60,383,122.42
293,405,128.01
420,405,130.76
49,411,133.05
418,413,136.04
279,427,141.64
296,441,142.03
