50
3
38,73,1.32
264,74,3.92
115,81,4.68
182,85,8
145,88,9.73
422,93,15.93
262,96,16.21
403,113,17.02
263,114,18.95
344,116,20.54
202,119,25.63
225,124,26.35
174,125,26.99
87,126,27.86
270,130,32.87
250,144,33.71
220,146,35.96
68,172,37.53
157,175,40.03
220,201,48.65
236,206,52.4
293,224,55.34
83,237,58.99
291,245,60.16
393,247,61.92
346,252,63.51
408,267,65.51
295,271,69.39
240,275,75.88
269,278,78.07
309,280,85.2
274,293,91.81
299,295,98.16
124,301,100.53
270,320,107.73
422,331,112.52
101,337,115.52
345,362,118.9
59,363,119.71
173,375,121.97
191,377,128.85
234,387,129.28
287,401,132.12
424,410,134.5
291,410,134.51
205,426,137.9
287,427,145.53
197,434,145.54
62,437,146.85
121,438,149.62
